225711.07002320242, 1.0713715750403339e-14
364355.3324876138, 2.7740467285977983e-14
578848.6054491571, 7.035668834248278e-14
1044874.4864440258, 2.2402650377289475e-13
1460981.4913158652, 3.9157447223302165e-13
1741410.7182118474, 5.230736878121603e-13
2248121.3878578558, 7.434597905830025e-13
2948972.417971832, 9.528881281005301e-13
4123360.438936933, 1.2994885436373808e-12
5408816.565446999, 1.631454064774833e-12
8191150.157454664, 2.3188329399946016e-12
11453163.923408093, 2.9720348128532968e-12
16271907.803254625, 3.73126665858077e-12
25038800.40314554, 5.088465406476632e-12
32844637.378916692, 5.88113404131261e-12
45197316.64916159, 6.939327194255799e-12
60241532.83310933, 7.537815600410737e-12
72960016.24360022, 7.856146632756888e-12
91230204.45979092, 7.695335252444148e-12
125541359.80760597, 7.537815600410737e-12
159504508.65372306, 6.939327194255799e-12
199446624.1366015, 5.7607501779253725e-12
237729561.28953207, 4.882280807127707e-12
270111118.32651323, 4.224239205782405e-12
337750645.0864059, 3.0975474229114065e-12
389931094.06916714, 2.2713675930215147e-12
443044286.61704403, 1.631454064774833e-12
511491971.7103203, 1.1013266987335253e-12
581163182.8380085, 8.07580137217565e-13
649867706.9693179, 6.045568213142447e-13
774607068.6472869, 3.6048419433275934e-13
866180333.4578218, 2.5362474113060945e-13
923289623.9706079, 1.7478935109837674e-13
968579297.0871238, 1.3084781265632617e-13
